Unix Timestamp,Date,Time,Distance (cm),Confidence (%),Yaw (deg),Latitude,Longitude
1705364563197,01/16/24,0:22:43,7343,100,250.37,19.6400348,-156.0135942
1705364563767,01/16/24,0:22:43,7345,100,249.48,19.6400338,-156.0136022
1705364564334,01/16/24,0:22:44,7343,100,246.87,19.6400331,-156.0136061
1705364564947,01/16/24,0:22:44,7347,100,248.18,19.6400319,-156.0136132
1705364565525,01/16/24,0:22:45,7349,100,248.15,19.6400304,-156.0136205
1705364566119,01/16/24,0:22:46,7349,100,247.86,19.640029,-156.0136279
1705364566710,01/16/24,0:22:46,7350,100,247.36,19.6400268,-156.0136354
1705364567284,01/16/24,0:22:47,7356,100,244.97,19.6400257,-156.013639
1705364567864,01/16/24,0:22:47,7356,100,248.88,19.6400236,-156.0136467
1705364568433,01/16/24,0:22:48,7353,100,249.02,19.6400214,-156.0136542
1705364569005,01/16/24,0:22:49,7353,100,250.61,19.6400191,-156.0136615
1705364569602,01/16/24,0:22:49,7363,100,250.2,19.6400184,-156.0136652
1705364571344,01/16/24,0:22:51,7368,100,250.48,19.6400141,-156.0136842
1705364571906,01/16/24,0:22:51,7373,100,252.21,19.6400127,-156.0136918
1705364572509,01/16/24,0:22:52,7387,100,246.03,19.6400122,-156.0136997
1705364574280,01/16/24,0:22:54,7390,100,246.18,19.6400069,-156.0137179
1705364574855,01/16/24,0:22:54,7408,100,245.24,19.6400047,-156.0137256
1705364575442,01/16/24,0:22:55,7411,100,248.16,19.6400023,-156.0137328
1705364576045,01/16/24,0:22:56,7402,100,248.29,19.6400007,-156.0137402
1705364576634,01/16/24,0:22:56,7400,100,248.2,19.6399997,-156.0137439
1705364577227,01/16/24,0:22:57,7402,100,248.84,19.6399978,-156.0137513
1705364577813,01/16/24,0:22:57,7404,100,247.36,19.6399965,-156.013759
1705364578388,01/16/24,0:22:58,7401,100,247.3,19.6399953,-156.0137662
1705364578967,01/16/24,0:22:58,7393,100,245.44,19.6399943,-156.0137701
